,Brand,Model,Spec,Year,dB at idle,dB at 50km/h,dB at 80km/h,dB at 100km/h,dB at 120km/h,dB at 140km/h
1246,Porsche,911,GT2,2008, 63.7 , 68.2 , 71.4 , 71.8 , 76.9 , 82.1 
1247,Porsche,911,GT3,2010, 57.4 , 66.3 , 72.1 , 74.4 , 79.3 , 84.2 
1248,Porsche,911,GT2 RS,2011, 61.7 , 67.1 , 70.6 , 71.8 , 75.4 , 79.1 
1249,Porsche,911,GTS,2011, 49.7 , 58.9 , 65.1 , 67.0 , 73.9 , 80.9 
1250,Porsche,911,Carrera S Cabrio,2012, 48.6 , 59.8 , 68.8 , 73.7 , 74.8 , 76.3 
1251,Porsche,911,S,2012, 48.8 , 58.0 , 64.2 , 66.0 , 73.3 , 80.6 
1252,Porsche,911,Carrera S,2013, 52.5 , 59.6 , 64.7 , 65.2 , 73.9 , 82.6 
1253,Porsche,911,Targa,2014, 44.9 , 63.2 , 66.1 , 68.9 , 73.5 , 75.3 
1254,Porsche,911,Cabrio,2016, 53.8 , 63.7 , 67.0 , 70.3 , 73.0 , 76.8 
1255,Porsche,911,Carrera S,2016, 54.2 , 65.3 , 67.8 , 70.3 , 74.1 , 77.9 
1256,Porsche,911,Carrera S Cabrio,2016, 54.2 , 64.3 , 67.3 , 70.3 , 73.1 , 76.9 
1257,Porsche,911,Turbo,2016, 56.8 , 65.7 , 69.5 , 71.9 , 73.0 , 76.8 
1258,Porsche,911,Turbo,2017, 55.8 , 62.7 , 67.5 , 69.9 , 72.1 , 75.8 
1259,Porsche,Boxter,Spyder,2011, 51.0 , 58.5 , 63.4 , 65.1 , 69.9 , 74.8 
1260,Porsche,Boxter,S,2012, 49.2 , 57.8 , 63.5 , 65.3 , 71.3 , 77.3 
1261,Porsche,Boxter,S,2012, 43.4 , 53.4 , 61.4 , 65.6 , 66.7 , 68.2 
1262,Porsche,Cayenne,GTS,2008, 44.1 , 54.3 , 62.5 , 65.8 , 68.0 , 70.4 
1263,Porsche,Cayenne,Diesel,2009, 45.5 , 56.0 , 64.4 , 68.1 , 70.0 , 72.3 
1264,Porsche,Cayenne,Turbo,2010, 44.1 , 54.3 , 62.5 , 65.5 , 68.0 , 70.8 
1265,Porsche,Cayenne,S Hybrid,2011, 44.5 , 53.5 , 59.3 , 61.9 , 65.5 , 69.1 
1266,Porsche,Cayenne,Diesel,2012, 42.3 , 52.1 , 59.9 , 63.1 , 65.2 , 67.5 
1267,Porsche,Cayenne,Turbo,2014, 48.9 , 57.8 , 60.5 , 63.3 , 64.3 , 67.6 
1268,Porsche,Cayenne,Turbo S,2016, 47.9 , 59.8 , 62.5 , 65.3 , 67.2 , 70.6 
1269,Porsche,Cayman, ,2008, 46.3 , 57.0 , 65.6 , 68.5 , 71.4 , 74.7 
1270,Porsche,Cayman,R,2012, 54.4 , 61.3 , 65.9 , 67.2 , 72.7 , 78.2 
1271,Porsche,Cayman,2.7,2013, 45.8 , 55.7 , 62.5 , 64.3 , 72.4 , 80.5 
1272,Porsche,Cayman,S,2014, 55.4 , 61.6 , 65.8 , 66.8 , 72.2 , 77.7 
1273,Porsche,Cayman,S,2017, 49.9 , 63.7 , 67.5 , 71.3 , 72.1 , 75.8 
1274,Porsche,Macan,S Diesel,2014, 41.2 , 53.5 , 57.9 , 60.5 , 64.4 , 66.5 
1275,Porsche,Macan,S,2015, 45.4 , 55.2 , 60.2 , 63.1 , 66.3 , 69.6 
1276,Porsche,Macan,Diesel,2016, 45.1 , 60.2 , 61.7 , 63.3 , 65.3 , 68.7 
1277,Porsche,Macan,GTS,2016, 44.9 , 58.8 , 61.0 , 63.3 , 66.2 , 69.6 
1278,Porsche,Macan,2.0,2017, 38.9 , 55.8 , 60.5 , 63.5 , 65.2 , 68.6 
1279,Porsche,Macan,3.0d,2017, 41.6 , 55.6 , 59.6 , 60.9 , 66.1 , 66.1 
1280,Porsche,Panamera,Turbo,2009, 47.7 , 58.1 , 62.6 , 64.6 , 68.6 , 70.1 
1281,Porsche,Panamera,4S,2010, 43.2 , 57.6 , 62.5 , 65.4 , 69.2 , 70.1 
1282,Porsche,Panamera,3.6 V6,2011, 43.9 , 54.0 , 62.1 , 64.8 , 67.6 , 70.8 
1283,Porsche,Panamera,Turbo 4.8 V8,2011, 43.9 , 54.0 , 62.1 , 65.7 , 67.5 , 69.7 
1284,Porsche,Panamera,S Hybrid 3.0 V6,2012, 43.5 , 53.5 , 61.5 , 64.8 , 67.0 , 69.4 
1285,Porsche,Panamera,S E-Hybrid,2013, 39.1 , 52.9 , 58.6 , 60.6 , 64.9 , 69.6 
1286,Porsche,Panamera,S E-hybrid,2016, 41.9 , 58.8 , 61.0 , 63.3 , 64.3 , 67.6 
1287,Porsche,Panamera,Turbo,2017, 46.9 , 56.8 , 61.0 , 63.7 , 65.2 , 68.6 
1288,Range Rover,0,5.0 V8,2013, 42.8 , 52.3 , 58.2 , 61.2 , 63.9 , 66.6 
1289,Range Rover,Evoque,TDV8,2008, 44.2 , 54.4 , 62.6 , 66.0 , 68.1 , 70.4 
1290,Range Rover,Evoque,2.2,2011, 43.6 , 53.7 , 61.7 , 65.2 , 67.1 , 69.4 
1291,Range Rover,Evoque,2.2,2014, 44.9 , 60.1 , 64.5 , 67.2 , 68.1 , 70.3 
1292,Range Rover,Evoque,2.0D,2016, 46.8 , 53.7 , 59.4 , 62.8 , 66.8 , 68.9 
1293,Range Rover,Sport,TDV6,2013, 43.2 , 55.1 , 59.4 , 61.2 , 65.3 , 68.2 
1294,Range Rover,Sport,5.0 V8,2014, 47.3 , 54.6 , 59.4 , 61.3 , 65.2 , 69.1 
1295,Range Rover,Sport,5.0 V8,2014, 48.1 , 58.2 , 59.7 , 61.2 , 65.3 , 68.7 
1296,Range Rover,Velar,2.0d,2017, 44.2 , 53.6 , 58.1 , 60.6 , 65.6 , 65.7 
1297,Renault,Captur,1.2,2013, 44.3 , 59.7 , 64.4 , 65.3 , 68.2 , 69.4 
1298,Renault,Captur,0.9,2014, 40.6 , 57.4 , 62.2 , 66.1 , 68.4 , 72.0 
1299,Renault,Captur,1.2,2015, 36.3 , 58.6 , 63.8 , 66.3 , 69.4 , 73.2 
1300,Renault,Captur,1.2,2017, 48.9 , 58.4 , 61.2 , 65.0 , 71.3 , 71.3 
1301,Renault,Clio,1.2,2008, 38.8 , 59.0 , 62.8 , 65.3 , 68.5 , 71.8 
1302,Renault,Clio,1.2 Stationcar,2008, 46.4 , 57.1 , 65.7 , 66.2 , 71.5 , 77.5 
1303,Renault,Clio,1.2,2009, 44.4 , 54.6 , 62.8 , 66.4 , 68.3 , 70.6 
1304,Renault,Clio,1.2,2010, 45.4 , 55.8 , 64.2 , 67.5 , 69.9 , 72.5 
1305,Renault,Clio,TCE 100,2010, 39.0 , 59.3 , 62.6 , 66.4 , 68.5 , 70.5 
1306,Renault,Clio,0.9,2012, 45.5 , 58.3 , 63.4 , 68.0 , 71.3 , 74.8 
1307,Renault,Clio,0.9,2014, 41.4 , 59.6 , 64.3 , 68.5 , 71.2 , 73.5 
1308,Renault,Clio,0.9,2017, 41.9 , 57.8 , 61.5 , 65.3 , 68.2 , 71.7 
1309,Renault,Clio,1.5d,2017, 46.9 , 60.8 , 64.0 , 65.6 , 67.2 , 70.6 
1310,Renault,Clio,RS Trophy,2017, 44.9 , 63.7 , 67.0 , 70.3 , 71.1 , 74.7 
1311,Renault,Espace,2.0 DCI 16V ,2008, 49.9 , 60.0 , 61.2 , 63.9 , 68.2 , 70.3 
1312,Renault,Espace,1.6,2015, 42.3 , 55.2 , 59.2 , 62.6 , 66.0 , 69.7 
1313,Renault,Espace,1.6D,2016, 44.9 , 59.8 , 62.5 , 65.3 , 67.2 , 70.6 
1314,Renault,Fluence, ,2012, 46.2 , 58.4 , 64.2 , 66.6 , 71.1 , 76.2 
1315,Renault,Grand Espace,3.5 V6,2008, 43.2 , 53.1 , 61.1 , 64.1 , 66.5 , 69.1 
1316,Renault,Grand Modus,1.2,2009, 43.9 , 54.0 , 62.1 , 64.5 , 67.6 , 71.1 
1317,Renault,Grand Scenic,1.4,2009, 44.1 , 54.2 , 62.4 , 64.7 , 67.9 , 71.5 
1318,Renault,Grand Scenic,1.5,2012, 43.5 , 53.5 , 61.5 , 65.3 , 66.9 , 68.9 
1319,Renault,Kadjar,1.2,2015, 44.0 , 56.4 , 61.7 , 64.6 , 67.8 , 70.6 
1320,Renault,Kadjar,1.6D,2015, 43.6 , 60.2 , 63.6 , 66.9 , 69.6 , 71.3 
1321,Renault,Kadjar,1.2,2017, 38.2 , 55.8 , 60.9 , 63.9 , 71.0 , 71.1 
1322,Renault,Kangoo,1.6,2008, 45.6 , 56.2 , 64.6 , 68.3 , 70.2 , 72.5 
1323,Renault,Kangoo,1.6 16V 110,2008, 42.3 , 63.3 , 68.4 , 72.6 , 74.8 , 76.4 
1324,Renault,Koleos,2.0 dCI,2008, 43.5 , 53.5 , 61.5 , 63.8 , 67.0 , 70.6 
1325,Renault,Koleos,2.0 DCI 175,2008, 42.2 , 61.5 , 64.3 , 66.9 , 70.2 , 72.1 
1326,Renault,Koleos,1.6,2017, 46.2 , 54.5 , 62.3 , 65.4 , 71.1 , 71.2 
1327,Renault,Laguna,2.0,2008, 44.2 , 54.4 , 62.6 , 66.2 , 68.0 , 70.2 
1328,Renault,Laguna,2.0 dCI,2008, 41.2 , 50.7 , 58.3 , 61.2 , 63.5 , 66.0 
1329,Renault,Laguna,2.0 Stationcar,2008, 43.7 , 53.8 , 61.9 , 66.5 , 67.3 , 68.5 
1330,Renault,Laguna,3.5 V6 Coupe,2009, 41.3 , 58.0 , 62.0 , 64.0 , 66.0 , 67.0 
1331,Renault,Laguna,1.5 D Stationcar,2011, 43.4 , 53.4 , 61.5 , 65.1 , 66.8 , 68.9 
1332,Renault,Laguna,1.5 DCI,2011, 44.9 , 62.0 , 65.0 , 66.5 , 69.0 , 72.0 
1333,Renault,Laguna,1.5 DCI Stationcar,2011, 51.9 , 58.6 , 63.7 , 66.6 , 68.6 , 72.0 
1334,Renault,Laguna,1.5 DCI Stationcar,2015, 45.6 , 57.1 , 62.8 , 66.8 , 69.4 , 71.6 
1335,Renault,Megane,1.4 Stationcar,2009, 45.8 , 56.3 , 64.8 , 67.9 , 70.5 , 73.5 
1336,Renault,Megane,1.6,2009, 46.7 , 57.5 , 66.1 , 68.1 , 72.0 , 76.4 
1337,Renault,Megane,1.6 16V,2009, 42.2 , 63.6 , 66.2 , 67.5 , 69.5 , 72.0 
1338,Renault,Megane,1.9 dCI,2009, 44.8 , 55.1 , 63.4 , 67.1 , 68.9 , 71.1 
1339,Renault,Megane,TCE 130 Stationcar,2009, 39.9 , 58.7 , 62.8 , 65.3 , 67.7 , 72.2 
1340,Renault,Megane,1.6 CC ,2010, 37.1 , 59.4 , 62.5 , 64.8 , 67.7 , 69.6 
1341,Renault,Megane,GT 2.0 Coupe,2011, 44.5 , 63.1 , 64.9 , 66.5 , 68.4 , 71.0 
1342,Renault,Megane,1.2 Coupe,2012, 43.9 , 54.0 , 62.1 , 65.2 , 67.6 , 70.2 
1343,Renault,Megane,1.5 D Stationcar,2012, 43.4 , 53.4 , 61.4 , 65.9 , 66.7 , 67.8 
1344,Renault,Megane,110 DCI Stationcar,2012, 44.0 , 57.6 , 61.5 , 64.9 , 67.8 , 74.6 
1345,Renault,Megane,1.2,2016, 45.4 , 59.6 , 63.4 , 65.6 , 68.2 , 69.8 
1346,Renault,Megane,1.6D,2016, 43.9 , 61.8 , 64.0 , 66.3 , 68.2 , 71.7 
1347,Renault,Scenic,2.0,2008, 44.2 , 54.4 , 62.6 , 66.0 , 68.1 , 70.4 
1348,Renault,Scenic,TCE 130,2009, 38.4 , 61.5 , 63.8 , 66.7 , 69.3 , 72.8 
1349,Renault,Scenic,2.0 dCI,2010, 44.4 , 54.6 , 62.8 , 65.6 , 68.4 , 71.6 
1350,Renault,Scenic,TCE 130,2010, 36.4 , 59.5 , 63.3 , 65.1 , 67.2 , 70.5 
1351,Renault,Scenic,1.2,2017, 36.6 , 52.6 , 59.7 , 62.3 , 69.8 , 69.9 
1352,Renault,Scenic,1.6d,2017, 45.9 , 59.8 , 62.5 , 65.3 , 68.2 , 71.7 
1353,Renault,Talisman,1.5D,2016, 45.7 , 55.3 , 61.3 , 63.3 , 66.6 , 70.4 
1354,Renault,Talisman,1.6D,2016, 42.9 , 57.8 , 61.5 , 65.3 , 66.2 , 69.6 
1355,Renault,Talisman,1.6d,2017, 47.9 , 58.8 , 60.5 , 62.2 , 66.2 , 69.6 
1356,Renault,Twingo,1.2,2008, 46.7 , 64.4 , 69.4 , 73.6 , 77.3 , 81.5 
1357,Renault,Twingo,RS,2008, 47.1 , 58.0 , 66.7 , 70.5 , 72.6 , 74.9 
1358,Renault,Twingo,1.2,2009, 46.2 , 56.8 , 65.3 , 69.2 , 71.0 , 73.2 
1359,Renault,Twingo,1.2 60,2009, 49.5 , 65.2 , 70.5 , 72.5 , 73.5 , 77.5 
1360,Renault,Twingo,1.2,2012, 46.3 , 59.9 , 64.7 , 68.4 , 71.3 , 75.3 
1361,Renault,Twingo,1.2,2013, 43.2 , 61.6 , 66.6 , 70.4 , 73.1 , 75.8 
1362,Renault,Twingo,1.0,2014, 41.6 , 62.2 , 63.8 , 67.6 , 71.4 , 73.5 
1363,Renault,Twingo,0.9,2016, 47.9 , 60.8 , 64.0 , 67.3 , 69.1 , 72.7 
1364,Renault,Wind,1.2,2010, 46.3 , 57.0 , 65.5 , 69.2 , 71.3 , 73.6 
1365,Renault,Zoe, ,2013, 45.2 , 59.8 , 63.0 , 66.8 , 69.6 , 72.9 
1366,Renault,Zoe,EV,2017, 46.1 , 55.4 , 61.6 , 65.5 , 71.0 , 71.1 
1367,Rolls Royce,Wraith,6.6 V12,2014, 42.0 , 50.6 , 56.2 , 58.2 , 63.5 , 68.8 
1368,Saab,9-3,1.8t,2008, 44.1 , 54.3 , 62.5 , 67.6 , 67.9 , 68.5 
1369,Saab,9-3,1.9 TTiD Stationcar,2008, 44.7 , 55.0 , 63.3 , 66.1 , 68.9 , 72.1 
1370,Saab,9-3,X 2.0,2009, 44.5 , 54.7 , 62.9 , 66.5 , 68.4 , 70.7 
1371,Saab,9-5,2.0T,2010, 42.4 , 60.9 , 62.2 , 65.3 , 66.7 , 68.0 
1372,Saab,9-5,Aero,2010, 46.4 , 56.2 , 62.3 , 65.6 , 68.1 , 70.6 
1373,Saturn,Astra,1.8,2008, 45.3 , 58.9 , 67.2 , 72.2 , 74.1 , 76.1 
1374,Saturn,Vue,3.6 V6,2008, 53.7 , 61.2 , 66.1 , 68.0 , 71.9 , 75.7 
1375,Scion,FR-S,2.0,2012, 44.1 , 56.7 , 64.7 , 68.6 , 73.1 , 77.6 
1376,Scion,iQ,1.3,2012, 42.7 , 55.6 , 63.6 , 68.2 , 70.3 , 72.4 
1377,Scion,tC,2.5,2011, 43.5 , 56.0 , 63.7 , 68.2 , 70.0 , 71.8 
1378,Scion,xB,2.4,2008, 42.7 , 54.2 , 61.3 , 65.4 , 67.5 , 69.6 
1379,Seat,Alhambra,1.4 TSI,2011, 42.8 , 52.6 , 60.5 , 63.3 , 65.9 , 68.8 
1380,Seat,Altea,2.0 TDI,2008, 48.2 , 62.6 , 65.6 , 67.9 , 69.3 , 72.2 
1381,Seat,Altea,2.0 TSI Freetrack,2008, 44.4 , 54.6 , 62.8 , 67.4 , 68.3 , 69.6 
1382,Seat,Altea XL,1.8 TSI,2008, 46.0 , 56.6 , 65.0 , 69.9 , 70.7 , 71.9 
1383,Seat,Ateca,1.0,2017, 38.9 , 58.8 , 62.0 , 65.3 , 67.2 , 70.6 
1384,Seat,Ateca,1.4,2017, 41.9 , 54.8 , 59.0 , 63.3 , 65.2 , 68.6 
1385,Seat,Exeo,1.8,2009, 44.1 , 54.2 , 62.4 , 64.6 , 67.9 , 71.6 
1386,Seat,Exeo,2.0 TDI Stationcar,2009, 42.2 , 51.9 , 59.7 , 64.1 , 64.9 , 66.0 
1387,Seat,Exeo,Exeo,2009, 43.2 , 61.4 , 62.8 , 65.6 , 68.4 , 70.8 
1388,Seat,Exeo,1.8 Stationcar,2011, 43.1 , 53.0 , 61.0 , 64.2 , 66.4 , 68.8 
1389,Seat,Exeo,2.0 TDI Stationcar,2012, 45.0 , 55.4 , 63.7 , 66.2 , 69.3 , 72.8 
1390,Seat,Ibiza,1.4,2008, 46.4 , 57.1 , 65.7 , 68.3 , 71.5 , 75.1 
1391,Seat,Ibiza,1.4,2010, 41.3 , 61.3 , 65.5 , 67.8 , 70.9 , 71.5 
1392,Seat,Ibiza,1.4 TSI Cupra,2010, 45.6 , 56.2 , 64.6 , 69.2 , 70.2 , 71.6 
1393,Seat,Ibiza,1.2 TDI,2011, 44.5 , 54.8 , 63.0 , 66.1 , 68.6 , 71.5 
1394,Seat,Ibiza,1.2 TDI Stationcar,2011, 46.4 , 63.9 , 65.4 , 67.6 , 70.7 , 72.3 
1395,Seat,Ibiza,1.2,2012, 44.5 , 54.7 , 62.9 , 67.3 , 68.4 , 69.9 
1396,Seat,Ibiza,1.0,2016, 39.9 , 60.8 , 63.5 , 65.8 , 66.2 , 69.6 
1397,Seat,Ibiza,1.0,2017, 39.2 , 56.1 , 62.3 , 64.7 , 69.1 , 69.2 
1398,Seat,Leon,1.4 TSI,2008, 44.7 , 55.0 , 63.3 , 67.9 , 68.8 , 70.1 
1399,Seat,Leon,1.8 TFSI,2008, 45.5 , 56.0 , 64.4 , 68.8 , 70.0 , 71.6 
1400,Seat,Leon,1.9 TDI,2008, 43.6 , 53.7 , 61.7 , 65.8 , 67.1 , 68.8 
1401,Seat,Leon,1.4 TSI,2009, 46.1 , 56.7 , 65.2 , 68.0 , 71.0 , 74.4 
1402,Seat,Leon,1.6 TDI,2010, 44.5 , 54.8 , 63.0 , 67.4 , 68.5 , 70.0 
1403,Seat,Leon,1.4,2013, 38.5 , 56.2 , 63.9 , 65.2 , 68.2 , 70.4 
1404,Seat,Leon,1.4,2014, 37.7 , 60.2 , 64.1 , 67.4 , 69.7 , 72.0 
1405,Seat,Leon,1.6 TDI Stationcar,2014, 43.0 , 57.9 , 61.7 , 63.5 , 66.2 , 69.9 
1406,Seat,Leon,ST Cupra 280,2015, 46.9 , 60.2 , 62.6 , 65.3 , 69.5 , 72.1 
1407,Seat,Leon,1.0,2016, 39.2 , 54.2 , 58.6 , 62.0 , 66.7 , 68.8 
1408,Seat,Leon,2.0D,2016, 43.9 , 60.8 , 64.5 , 66.7 , 68.2 , 71.7 
1409,Seat,Leon,1.0,2017, 39.9 , 56.8 , 60.0 , 63.3 , 65.2 , 68.6 
1410,Seat,Leon,Cupra,2017, 42.9 , 63.7 , 65.5 , 65.9 , 66.2 , 69.6 
1411,Seat,Leon SC,1.8 TSI,2013, 39.0 , 58.0 , 62.9 , 65.0 , 67.0 , 72.0 
1412,Seat,MII,1.0,2012, 45.8 , 57.5 , 65.3 , 67.2 , 70.5 , 74.5 
1413,Seat,Mii,1.0,2012, 45.0 , 55.4 , 63.8 , 65.9 , 69.4 , 73.4 
1414,Seat,Mii,1.0,2013, 42.3 , 58.2 , 66.2 , 67.3 , 70.4 , 74.3 
1415,Seat,Mii,1.0,2014, 42.3 , 58.2 , 66.2 , 67.3 , 70.4 , 74.3 
1416,Skoda,Citigo,1.0,2012, 45.8 , 56.4 , 64.9 , 68.1 , 70.6 , 73.5 
1417,Skoda,Citigo,1.0,2013, 41.5 , 59.3 , 64.1 , 68.2 , 69.0 , 73.2 
1418,Skoda,Fabia,1.4,2008, 44.3 , 61.5 , 67.3 , 68.9 , 71.8 , 74.8 
1419,Skoda,Fabia,1.6 Stationcar,2008, 47.1 , 57.9 , 66.6 , 70.3 , 72.5 , 74.9 
1420,Skoda,Fabia,1.2,2010, 45.4 , 55.8 , 64.2 , 67.4 , 69.9 , 72.8 
1421,Skoda,Fabia,1.2 TDI Stationcar,2010, 45.0 , 55.4 , 63.7 , 67.5 , 69.2 , 71.3 
1422,Skoda,Fabia,1.4,2010, 41.8 , 61.4 , 66.7 , 68.9 , 72.3 , 74.5 
1423,Skoda,Fabia,1.2 TDI,2011, 45.8 , 62.4 , 65.9 , 68.4 , 71.2 , 73.8 
1424,Skoda,Fabia,1.2,2015, 38.5 , 57.6 , 64.9 , 66.5 , 70.1 , 71.9 
1425,Skoda,Fabia,1.2,2016, 36.9 , 57.8 , 61.0 , 64.3 , 67.2 , 70.6 
1426,Skoda,Kodiaq,1.4,2017, 36.3 , 53.8 , 59.7 , 63.8 , 69.3 , 69.4 
1427,Skoda,Octavia,1.8 TSI Stationcar,2008, 45.1 , 55.5 , 63.8 , 68.7 , 69.4 , 70.5 
1428,Skoda,Octavia,1.4 TSI Stationcar ,2009, 37.7 , 57.4 , 62.5 , 66.9 , 69.0 , 70.4 
1429,Skoda,Octavia,1.6 TDI Stationcar,2010, 43.6 , 53.7 , 61.7 , 66.2 , 67.1 , 68.4 
1430,Skoda,Octavia,1.2,2013, 42.9 , 53.6 , 59.1 , 63.1 , 66.1 , 69.6 
1431,Skoda,Octavia,1.0,2016, 35.9 , 53.7 , 56.3 , 60.4 , 65.0 , 67.0 
1432,Skoda,Octavia,2.0D Stationcar,2016, 42.7 , 56.9 , 60.6 , 62.5 , 67.2 , 70.7 
1433,Skoda,Octavia,1.4 stationcar,2017, 39.9 , 59.8 , 62.5 , 65.3 , 67.2 , 70.6 
1434,Skoda,Octavia,1.6d,2017, 43.4 , 55.1 , 60.8 , 63.6 , 69.1 , 69.2 
1435,Skoda,Rapid,1.2,2013, 44.9 , 57.5 , 62.9 , 65.4 , 69.2 , 71.8 
1436,Skoda,Roomster,1.4,2008, 45.6 , 56.2 , 64.6 , 67.8 , 70.3 , 73.2 
1437,Skoda,Superb,1.8 TSI,2008, 43.2 , 53.2 , 61.2 , 64.5 , 66.6 , 68.9 
1438,Skoda,Superb,2.0 TDI,2008, 46.4 , 60.0 , 64.0 , 66.0 , 69.1 , 71.7 
1439,Skoda,Superb,2.0 TDI Stationcar,2010, 47.5 , 60.4 , 64.1 , 65.6 , 68.4 , 71.4 
1440,Skoda,Superb,1.6 TDI Greenline Stationcar ,2011, 49.8 , 58.8 , 63.4 , 65.8 , 68.3 , 71.7 
1441,Skoda,Superb,1.8 TSI Stationcar,2011, 43.4 , 53.4 , 61.4 , 64.9 , 66.7 , 68.9 
1442,Skoda,Superb,1.4,2012, 44.5 , 54.8 , 63.0 , 67.2 , 68.5 , 70.2 
1443,Skoda,Superb,1.8,2014, 40.9 , 58.8 , 62.0 , 65.3 , 68.2 , 71.7 
1444,Skoda,Superb,2.0 D,2015, 46.3 , 60.3 , 62.3 , 65.4 , 67.7 , 71.2 
1445,Skoda,Superb,2.0D,2015, 41.6 , 58.2 , 61.1 , 63.9 , 67.6 , 69.3 
1446,Skoda,Superb,2.0,2017, 48.9 , 57.8 , 61.5 , 65.3 , 66.2 , 69.6 
1447,Skoda,Superb,2.0d,2017, 45.9 , 58.8 , 62.0 , 65.3 , 66.2 , 69.6 
1448,Skoda,Yeti,1.2 TSI,2010, 39.2 , 59.1 , 65.1 , 67.1 , 71.1 , 72.1 
1449,Skoda,Yeti,1.8 TSI,2010, 44.6 , 54.9 , 63.1 , 65.6 , 68.7 , 72.2 
1450,Skoda,Yeti,1.4 TSI,2012, 38.7 , 56.8 , 63.2 , 65.8 , 68.9 , 71.8 
1451,Skoda,Yeti,1.2,2014, 35.9 , 54.7 , 59.5 , 62.9 , 66.9 , 70.6 
1452,Skoda,Yeti,2.0D,2017, 49.9 , 57.8 , 62.0 , 66.3 , 67.2 , 70.6 
1453,Smart,Forfour,0.9,2016, 47.9 , 62.7 , 65.5 , 68.3 , 70.1 , 73.7 
1454,Smart,Fortwo, ,2008, 49.7 , 65.3 , 71.2 , 74.5 , 77.6 , 81.1 
1455,Smart,Fortwo,1.0,2009, 47.1 , 58.0 , 66.7 , 70.9 , 72.5 , 74.5 
1456,Smart,Fortwo,1.0,2011, 46.7 , 57.4 , 66.1 , 70.8 , 71.8 , 73.2 
1457,Smart,Fortwo,1.0,2013, 43.4 , 65.7 , 67.3 , 70.5 , 73.4 , 75.8 
1458,Smart,Fortwo, ,2015, 47.3 , 62.9 , 66.9 , 70.5 , 72.8 , 77.0 
1459,SRT,Viper,8.4 V10,2012, 58.5 , 67.5 , 73.2 , 76.1 , 78.8 , 81.6 
1460,SsangYong,Korando,2.0,2012, 45.1 , 55.5 , 63.8 , 68.3 , 69.4 , 70.9 
1461,SsangYong,Tivoli,1.6,2016, 38.5 , 60.6 , 64.6 , 68.7 , 72.3 , 75.7 
1462,Subaru,BRZ,2.0,2012, 44.8 , 56.6 , 64.0 , 67.7 , 71.5 , 75.3 
1463,Subaru,Forester,2.0,2008, 44.5 , 54.8 , 63.0 , 67.0 , 68.5 , 70.4 
1464,Subaru,Forester,2.0D,2009, 43.6 , 53.6 , 61.6 , 65.0 , 67.1 , 69.4 
1465,Subaru,Forester,2.5 XT,2009, 44.9 , 56.0 , 62.9 , 66.8 , 69.0 , 71.2 
1466,Subaru,Forester,2.0 turbo,2013, 39.9 , 51.7 , 58.9 , 63.3 , 64.5 , 65.7 
1467,Subaru,Forester,2.0D,2015, 42.0 , 61.3 , 64.2 , 66.2 , 69.1 , 71.7 
1468,Subaru,Forester SUV,2.0,2013, 39.9 , 51.7 , 58.9 , 63.3 , 64.5 , 65.7 
1469,Subaru,Impreza,2.0,2008, 44.7 , 55.0 , 63.3 , 66.5 , 68.9 , 71.5 
1470,Subaru,Impreza,2.5,2008, 45.4 , 55.9 , 62.4 , 66.0 , 68.4 , 70.7 
1471,Subaru,Impreza,WRX STI,2008, 45.7 , 56.2 , 64.7 , 69.0 , 70.3 , 72.0 
1472,Subaru,Impreza,WRX,2011, 54.8 , 63.2 , 68.4 , 71.4 , 72.7 , 74.1 
1473,Subaru,Impreza,WRX STI,2011, 58.3 , 65.7 , 70.3 , 72.9 , 74.4 , 76.0 
1474,Subaru,Justy,1.0,2008, 46.2 , 56.8 , 65.3 , 68.7 , 71.1 , 73.7 
1475,Subaru,Legacy,2.0 D,2008, 49.3 , 61.8 , 64.5 , 66.5 , 68.8 , 72.8 
1476,Subaru,Legacy,2.0D Stationcar,2008, 44.4 , 54.6 , 62.8 , 66.0 , 68.4 , 71.0 
1477,Subaru,Legacy,2.0D Stationcar,2009, 44.5 , 54.7 , 62.9 , 65.8 , 68.5 , 71.6 
1478,Subaru,Legacy,2.5 GT,2010, 37.4 , 48.0 , 54.6 , 58.0 , 61.0 , 64.0 
1479,Subaru,Levorg,1.6,2016, 46.8 , 55.9 , 60.7 , 64.3 , 67.2 , 72.1 
1480,Subaru,Levorg,1.6,2016, 40.9 , 55.5 , 60.8 , 64.3 , 68.0 , 70.1 
1481,Subaru,Outback,2.5,2010, 44.3 , 54.6 , 62.7 , 65.7 , 68.3 , 71.3 
1482,Subaru,Outback,2.0D,2015, 42.1 , 57.6 , 63.1 , 65.6 , 68.0 , 71.1 
1483,Subaru,Trezia,1.3,2011, 46.3 , 57.0 , 65.6 , 67.7 , 71.4 , 75.6 
1484,Subaru,Tribeca,3.6,2008, 41.5 , 52.0 , 58.6 , 62.0 , 65.0 , 68.0 
1485,Subaru,Tribeca,3.6,2009, 42.4 , 52.2 , 60.1 , 62.4 , 65.4 , 68.8 
1486,Subaru,WRX,STi,2011, 46.3 , 57.0 , 65.6 , 69.7 , 71.3 , 73.3 
1487,Subaru,WRX,2.0,2014, 45.3 , 56.4 , 63.2 , 67.1 , 68.9 , 70.6 
1488,Subaru,WRX,STi,2014, 49.1 , 63.0 , 65.0 , 69.0 , 70.4 , 74.0 
